tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,1,200198,,,Caroline Langsford,U,,AUS,,200199,,,Sally Irvine,U,,AUS,,6-3 6-2,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,2,200188,,,Helen Amos,R,,AUS,21.5,200172,,,Caroline Cooper,U,,AUS,,6-0 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,3,200200,,,Norma Marsh,U,,AUS,34.0,200201,,,Sharon Thomson,U,,AUS,,6-2 7-5,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,4,200203,,,Vicki Lancaster Kerr,U,,AUS,18.9,200202,,,Theresa Van Haren,U,,AUS,,6-1 6-1,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,5,200204,,,Sandra Walsham,U,,AUS,,200205,,,Judy Harris,U,,AUS,,7-5 6-4,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,6,200138,,,Sandra Hole,U,,AUS,,200206,,,L Cameron,U,,AUS,,6-3 6-0,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,7,200207,,,Cheryl Norquay,U,,AUS,,200208,,,Mandy Morgan,U,,AUS,,6-3 3-6 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,8,200146,,,Cynthia Doerner,R,168,AUS,18.9,200210,,,Norma Eastburn,U,,AUS,,4-6 6-4 6-3,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,9,200136,,,Valerie Caulley,U,,AUS,,200212,,,Elizabeth Allan,R,,AUS,23.1,W/O,3,R64,,,,,,,,,,,,,,,,,,,,,,,
1970-W-SL-AUS-01A-1970,Australian Open,Grass,43,G,19700119,10,200149,,,Helen Sheedy,U,,AUS,,200134,,,Kerry Ballard,U,,AUS,20.0,7-5 11-9,3,R64,,,,,,,,,,,,,,,,,,,,,,,
